DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
01-Dec-2023,EQ,"2,547.50","2,581.95","2,542.00","2,545.55","2,559.00","2,563.65","2,565.15","2,769.65","2,393.00",1345599,"3,45,16,62,652.70",78669
30-Nov-2023,EQ,"2,516.15","2,554.50","2,516.15","2,525.05","2,541.00","2,545.55","2,541.51","2,769.65","2,393.00",3095684,"7,86,77,20,589.35",127967
29-Nov-2023,EQ,"2,512.00","2,528.65","2,508.10","2,510.55","2,525.10","2,525.05","2,519.77","2,769.65","2,393.00",1265214,"3,18,80,44,143.80",75937
28-Nov-2023,EQ,"2,531.75","2,531.75","2,500.00","2,515.20","2,502.55","2,510.55","2,517.23","2,769.65","2,393.00",1880641,"4,73,40,14,890.55",86811
24-Nov-2023,EQ,"2,515.10","2,519.80","2,507.45","2,519.90","2,515.45","2,515.20","2,514.56","2,769.65","2,393.00",735137,"1,84,85,42,856.80",49055
23-Nov-2023,EQ,"2,506.20","2,527.75","2,506.20","2,521.90","2,520.00","2,519.90","2,517.43","2,769.65","2,393.00",1023670,"2,57,70,22,261.85",73762
22-Nov-2023,EQ,"2,507.75","2,524.25","2,504.00","2,505.25","2,519.70","2,521.90","2,514.77","2,769.65","2,393.00",816610,"2,05,35,85,894.85",62273
21-Nov-2023,EQ,"2,505.00","2,517.00","2,498.00","2,506.45","2,505.90","2,505.25","2,506.30","2,769.65","2,393.00",1088806,"2,72,88,72,775.55",53340
20-Nov-2023,EQ,"2,534.45","2,534.50","2,500.00","2,528.80","2,506.95","2,506.45","2,510.48","2,769.65","2,393.00",944231,"2,37,04,70,397.15",58367
17-Nov-2023,EQ,"2,465.00","2,533.50","2,465.00","2,491.20","2,527.00","2,528.80","2,517.28","2,769.65","2,393.00",1756043,"4,42,04,45,286.70",89296
16-Nov-2023,EQ,"2,480.20","2,505.80","2,475.35","2,486.40","2,494.20","2,491.20","2,491.80","2,769.65","2,393.00",1420578,"3,53,97,95,494.30",101194
15-Nov-2023,EQ,"2,501.90","2,503.05","2,476.00","2,478.15","2,488.80","2,486.40","2,484.06","2,769.65","2,393.00",1457029,"3,61,93,43,940.20",82813
13-Nov-2023,EQ,"2,477.20","2,487.20","2,471.00","2,491.55","2,477.00","2,478.15","2,479.44","2,769.65","2,393.00",760809,"1,88,63,77,209.20",59381
12-Nov-2023,EQ,"2,494.05","2,499.00","2,486.00","2,486.55","2,491.00","2,491.55","2,490.91","2,769.65","2,393.00",82500,"20,54,99,862.70",9505
10-Nov-2023,EQ,"2,477.00","2,488.60","2,465.35","2,476.70","2,486.00","2,486.55","2,479.51","2,769.65","2,393.00",771062,"1,91,18,54,569.60",52173
09-Nov-2023,EQ,"2,520.05","2,522.00","2,473.05","2,519.35","2,479.80","2,476.70","2,484.53","2,769.65","2,393.00",1823094,"4,52,95,38,575.95",123655
08-Nov-2023,EQ,"2,498.00","2,525.00","2,497.70","2,496.45","2,516.05","2,519.35","2,509.98","2,769.65","2,393.00",745022,"1,86,99,93,298.95",54457
07-Nov-2023,EQ,"2,496.00","2,505.20","2,485.25","2,497.40","2,502.25","2,496.45","2,493.19","2,769.65","2,393.00",1473411,"3,67,34,97,573.35",104642
06-Nov-2023,EQ,"2,515.00","2,517.75","2,491.10","2,509.25","2,496.15","2,497.40","2,501.17","2,769.65","2,393.00",1338677,"3,34,82,65,417.95",98517
03-Nov-2023,EQ,"2,497.00","2,512.50","2,485.80","2,486.80","2,508.55","2,509.25","2,503.93","2,769.65","2,393.00",1125583,"2,81,83,84,407.65",75258
02-Nov-2023,EQ,"2,475.00","2,496.00","2,463.30","2,472.25","2,493.00","2,486.80","2,477.34","2,769.65","2,393.00",1595123,"3,95,16,63,619.20",95593
01-Nov-2023,EQ,"2,485.00","2,493.95","2,466.80","2,484.00","2,474.00","2,472.25","2,474.22","2,769.65","2,393.00",1267131,"3,13,51,66,222.05",78882
31-Oct-2023,EQ,"2,470.20","2,492.00","2,467.80","2,478.90","2,484.00","2,484.00","2,482.18","2,769.65","2,393.00",920414,"2,28,46,35,669.15",90748
30-Oct-2023,EQ,"2,471.00","2,492.00","2,462.40","2,482.05","2,478.50","2,478.90","2,477.20","2,769.65","2,393.00",875135,"2,16,78,81,947.90",66175
27-Oct-2023,EQ,"2,467.30","2,495.00","2,463.85","2,476.40","2,478.00","2,482.05","2,478.02","2,769.65","2,393.00",1784812,"4,42,27,95,816.10",111935
26-Oct-2023,EQ,"2,461.00","2,490.00","2,455.65","2,477.30","2,470.45","2,476.40","2,473.12","2,769.65","2,393.00",2650560,"6,55,51,54,258.50",140735
25-Oct-2023,EQ,"2,475.05","2,490.00","2,465.00","2,483.50","2,481.65","2,477.30","2,477.69","2,769.65","2,393.00",1435836,"3,55,75,52,154.75",97031
23-Oct-2023,EQ,"2,494.00","2,509.95","2,480.35","2,495.15","2,486.00","2,483.50","2,492.58","2,769.65","2,393.00",922707,"2,29,99,19,548.40",104114
20-Oct-2023,EQ,"2,520.00","2,543.55","2,485.05","2,548.10","2,501.00","2,495.15","2,497.58","2,769.65","2,393.00",3608160,"9,01,16,59,341.00",262818
19-Oct-2023,EQ,"2,525.00","2,554.40","2,525.00","2,548.25","2,550.00","2,548.10","2,545.97","2,769.65","2,393.00",1272343,"3,23,93,48,903.00",110883
18-Oct-2023,EQ,"2,570.05","2,571.25","2,539.55","2,556.15","2,550.00","2,548.25","2,549.42","2,769.65","2,393.00",1084689,"2,76,53,33,008.60",74213
17-Oct-2023,EQ,"2,558.30","2,570.00","2,546.45","2,558.30","2,558.00","2,556.15","2,559.98","2,769.65","2,393.00",1253538,"3,20,90,26,258.55",75306
16-Oct-2023,EQ,"2,560.00","2,582.00","2,552.60","2,569.45","2,554.00","2,558.30","2,568.78","2,769.65","2,393.00",954899,"2,45,29,25,272.30",82549
13-Oct-2023,EQ,"2,553.05","2,576.70","2,542.70","2,557.00","2,566.10","2,569.45","2,564.81","2,769.65","2,393.00",1531977,"3,92,92,34,810.00",89010
12-Oct-2023,EQ,"2,555.00","2,567.55","2,539.20","2,556.40","2,560.00","2,557.00","2,554.46","2,769.65","2,393.00",1625010,"4,15,10,22,154.10",90970
11-Oct-2023,EQ,"2,518.35","2,563.95","2,516.25","2,516.20","2,555.00","2,556.40","2,551.64","2,769.65","2,393.00",1697398,"4,33,11,41,396.25",105573
10-Oct-2023,EQ,"2,512.20","2,520.85","2,503.35","2,511.30","2,516.40","2,516.20","2,514.67","2,769.65","2,393.00",1092373,"2,74,69,57,829.00",85238
09-Oct-2023,EQ,"2,485.00","2,516.50","2,481.00","2,499.40","2,508.00","2,511.30","2,509.18","2,769.65","2,393.00",1468771,"3,68,54,11,610.70",97029
06-Oct-2023,EQ,"2,519.95","2,520.00","2,494.00","2,519.55","2,499.60","2,499.40","2,505.41","2,769.65","2,393.00",1083342,"2,71,42,13,153.20",84787
05-Oct-2023,EQ,"2,518.00","2,524.80","2,495.35","2,507.85","2,513.00","2,519.55","2,514.29","2,769.65","2,393.00",1909928,"4,80,21,03,541.20",113335
04-Oct-2023,EQ,"2,467.05","2,511.05","2,465.15","2,468.90","2,508.75","2,507.85","2,493.95","2,769.65","2,393.00",1587335,"3,95,87,33,460.15",106327
03-Oct-2023,EQ,"2,490.00","2,499.00","2,461.80","2,465.60","2,467.65","2,468.90","2,487.19","2,769.65","2,393.00",1585626,"3,94,37,48,200.45",101349
29-Sep-2023,EQ,"2,465.55","2,472.80","2,450.50","2,460.35","2,469.00","2,465.60","2,463.67","2,769.65","2,393.00",1249567,"3,07,85,26,434.20",77257
28-Sep-2023,EQ,"2,500.00","2,501.00","2,453.20","2,501.75","2,463.00","2,460.35","2,469.39","2,769.65","2,393.00",1612346,"3,98,15,18,025.90",95475
27-Sep-2023,EQ,"2,476.00","2,504.80","2,469.00","2,478.95","2,502.05","2,501.75","2,493.33","2,769.65","2,393.00",1086791,"2,70,97,31,315.25",64561
26-Sep-2023,EQ,"2,474.00","2,489.00","2,461.25","2,475.85","2,487.80","2,478.95","2,470.42","2,769.65","2,393.00",1263548,"3,12,14,99,820.25",64264
25-Sep-2023,EQ,"2,482.45","2,499.70","2,460.00","2,482.45","2,479.20","2,475.85","2,476.49","2,769.65","2,393.00",1122778,"2,78,05,47,198.45",84774
22-Sep-2023,EQ,"2,468.00","2,490.00","2,458.00","2,473.35","2,484.00","2,482.45","2,478.30","2,769.65","2,393.00",1176741,"2,91,63,22,660.55",120526
21-Sep-2023,EQ,"2,466.00","2,483.00","2,442.90","2,466.85","2,480.70","2,473.35","2,455.60","2,769.65","2,393.00",2223720,"5,46,05,73,326.20",143990
20-Sep-2023,EQ,"2,449.65","2,480.00","2,445.00","2,488.65","2,469.00","2,466.85","2,466.47","2,769.65","2,393.00",1795159,"4,42,77,06,009.20",105855
18-Sep-2023,EQ,"2,471.35","2,492.95","2,462.00","2,469.70","2,486.60","2,488.65","2,476.84","2,769.65","2,393.00",1499641,"3,71,43,68,585.75",68206
15-Sep-2023,EQ,"2,474.80","2,490.00","2,466.00","2,500.80","2,469.00","2,469.70","2,472.04","2,769.65","2,393.00",3750697,"9,27,18,57,499.10",216163
14-Sep-2023,EQ,"2,511.00","2,514.00","2,493.10","2,506.55","2,500.00","2,500.80","2,500.44","2,769.65","2,393.00",2081195,"5,20,39,05,003.85",176473
13-Sep-2023,EQ,"2,494.00","2,509.00","2,492.00","2,498.85","2,506.65","2,506.55","2,502.52","2,769.65","2,393.00",1231305,"3,08,13,70,168.15",82616
12-Sep-2023,EQ,"2,549.00","2,549.00","2,488.00","2,536.25","2,498.00","2,498.85","2,501.00","2,769.65","2,393.00",3946716,"9,87,07,31,289.95",225058
11-Sep-2023,EQ,"2,513.80","2,538.90","2,509.05","2,513.80","2,538.50","2,536.25","2,530.73","2,769.65","2,393.00",1121083,"2,83,71,61,215.80",74709
08-Sep-2023,EQ,"2,504.00","2,521.05","2,501.55","2,507.45","2,513.90","2,513.80","2,512.94","2,769.65","2,393.00",1018234,"2,55,87,61,068.60",64406
07-Sep-2023,EQ,"2,510.00","2,521.85","2,500.00","2,523.50","2,509.70","2,507.45","2,506.02","2,769.65","2,393.00",1894798,"4,74,83,92,450.25",135196
06-Sep-2023,EQ,"2,513.45","2,526.10","2,507.45","2,507.05","2,523.00","2,523.50","2,518.36","2,769.65","2,393.00",1094146,"2,75,54,48,711.20",81063
05-Sep-2023,EQ,"2,510.00","2,523.45","2,502.10","2,501.40","2,512.00","2,507.05","2,511.35","2,769.65","2,393.00",844088,"2,11,98,03,324.15",96986
04-Sep-2023,EQ,"2,514.00","2,514.00","2,492.00","2,504.80","2,501.90","2,501.40","2,499.24","2,769.65","2,393.00",1143301,"2,85,73,82,759.75",92582
01-Sep-2023,EQ,"2,505.05","2,514.50","2,500.00","2,505.05","2,504.60","2,504.80","2,506.90","2,769.65","2,393.00",813413,"2,03,91,47,968.65",74955
31-Aug-2023,EQ,"2,532.05","2,539.80","2,491.10","2,531.95","2,511.05","2,505.05","2,509.02","2,769.65","2,393.00",3235414,"8,11,77,27,123.70",112337
30-Aug-2023,EQ,"2,526.15","2,536.00","2,520.00","2,526.15","2,532.35","2,531.95","2,531.41","2,769.65","2,393.00",1227377,"3,10,69,89,132.20",71789
29-Aug-2023,EQ,"2,558.90","2,558.90","2,522.10","2,555.70","2,525.00","2,526.15","2,534.80","2,769.65","2,393.00",958564,"2,42,97,68,665.65",67698
28-Aug-2023,EQ,"2,565.00","2,568.00","2,539.00","2,563.55","2,552.00","2,555.70","2,551.19","2,769.65","2,393.00",619841,"1,58,13,35,140.60",63673
25-Aug-2023,EQ,"2,567.00","2,580.70","2,551.50","2,581.25","2,554.65","2,563.55","2,567.18","2,769.65","2,393.00",802955,"2,06,13,28,242.20",64723
24-Aug-2023,EQ,"2,585.00","2,591.75","2,566.95","2,574.05","2,571.65","2,581.25","2,581.68","2,769.65","2,393.00",1143934,"2,95,32,75,627.15",88489
23-Aug-2023,EQ,"2,575.00","2,583.50","2,562.50","2,565.80","2,574.00","2,574.05","2,574.05","2,769.65","2,393.00",1136112,"2,92,44,13,354.65",75892
22-Aug-2023,EQ,"2,573.60","2,575.00","2,553.00","2,562.75","2,558.50","2,565.80","2,565.14","2,769.65","2,393.00",960025,"2,46,25,98,464.30",82836
21-Aug-2023,EQ,"2,554.75","2,574.90","2,539.05","2,554.75","2,563.90","2,562.75","2,561.77","2,769.65","2,393.00",977004,"2,50,28,54,711.00",99815
18-Aug-2023,EQ,"2,532.10","2,567.75","2,532.10","2,543.25","2,555.70","2,554.75","2,555.09","2,769.65","2,393.00",1970819,"5,03,56,21,207.40",110496
17-Aug-2023,EQ,"2,552.60","2,560.65","2,533.00","2,552.60","2,537.00","2,543.25","2,546.92","2,769.65","2,393.00",1532873,"3,90,40,98,948.20",92325
16-Aug-2023,EQ,"2,534.00","2,555.05","2,524.40","2,533.10","2,550.00","2,552.60","2,545.53","2,769.65","2,393.00",1155882,"2,94,23,36,444.05",64919
14-Aug-2023,EQ,"2,501.80","2,540.00","2,488.10","2,501.80","2,532.95","2,533.10","2,523.90","2,769.65","2,393.00",1060479,"2,67,65,43,982.40",94456
11-Aug-2023,EQ,"2,535.00","2,536.65","2,499.00","2,536.70","2,501.00","2,501.80","2,508.09","2,769.65","2,393.00",1472199,"3,69,24,07,707.80",109547
10-Aug-2023,EQ,"2,549.05","2,551.40","2,527.60","2,552.20","2,537.00","2,536.70","2,535.54","2,769.65","2,393.00",1313334,"3,33,00,05,617.40",68094
09-Aug-2023,EQ,"2,565.85","2,568.95","2,541.00","2,565.85","2,553.35","2,552.20","2,548.34","2,769.65","2,393.00",1212549,"3,08,99,83,564.30",80921
08-Aug-2023,EQ,"2,569.20","2,585.20","2,555.55","2,569.20","2,562.95","2,565.85","2,564.84","2,769.65","2,393.00",1002061,"2,57,01,25,774.45",106132
07-Aug-2023,EQ,"2,540.00","2,574.00","2,538.75","2,546.00","2,573.80","2,569.20","2,561.73","2,769.65","2,393.00",803823,"2,05,91,74,044.85",59987
04-Aug-2023,EQ,"2,551.30","2,558.95","2,535.05","2,551.30","2,545.20","2,546.00","2,545.40","2,769.65","2,393.00",1359318,"3,46,00,09,387.40",98549
03-Aug-2023,EQ,"2,557.95","2,561.05","2,537.20","2,568.95","2,552.00","2,551.30","2,546.35","2,769.65","2,393.00",1475310,"3,75,66,58,717.75",92243
02-Aug-2023,EQ,"2,538.00","2,573.45","2,536.00","2,551.10","2,572.00","2,568.95","2,559.89","2,769.65","2,393.00",2082908,"5,33,20,10,478.05",85845
01-Aug-2023,EQ,"2,570.00","2,573.80","2,545.00","2,560.80","2,555.00","2,551.10","2,555.03","2,769.65","2,393.00",1758897,"4,49,40,26,902.20",103864
31-Jul-2023,EQ,"2,575.05","2,582.90","2,554.00","2,584.60","2,559.60","2,560.80","2,562.03","2,769.65","2,393.00",2003252,"5,13,23,99,104.20",119095
28-Jul-2023,EQ,"2,570.00","2,593.75","2,565.20","2,569.85","2,580.00","2,584.60","2,579.98","2,769.65","2,393.00",966450,"2,49,34,22,397.15",74109
27-Jul-2023,EQ,"2,561.00","2,583.00","2,553.00","2,583.30","2,574.80","2,569.85","2,567.40","2,769.65","2,393.00",2276136,"5,84,37,53,185.65",193251
26-Jul-2023,EQ,"2,579.50","2,598.80","2,572.30","2,568.15","2,580.40","2,583.30","2,588.80","2,769.65","2,393.00",1300033,"3,36,55,28,345.45",106554
25-Jul-2023,EQ,"2,580.20","2,586.60","2,562.30","2,580.25","2,565.00","2,568.15","2,570.89","2,769.65","2,393.00",1653775,"4,25,16,80,207.95",162958
24-Jul-2023,EQ,"2,604.00","2,605.95","2,575.00","2,604.00","2,580.00","2,580.25","2,587.27","2,769.65","2,393.00",1777469,"4,59,87,92,902.20",147744
21-Jul-2023,EQ,"2,650.00","2,676.35","2,592.00","2,703.25","2,605.90","2,604.00","2,629.20","2,769.65","2,393.00",5198952,"13,66,91,04,971.90",274983
20-Jul-2023,EQ,"2,669.05","2,716.30","2,658.20","2,671.60","2,700.20","2,703.25","2,690.22","2,769.65","2,393.00",1430764,"3,84,90,63,401.30",85814
19-Jul-2023,EQ,"2,682.75","2,696.90","2,660.90","2,682.80","2,671.20","2,671.60","2,669.01","2,769.65","2,393.00",1166542,"3,11,35,16,836.15",80927
18-Jul-2023,EQ,"2,685.55","2,701.10","2,677.30","2,681.70","2,680.05","2,682.80","2,683.86","2,769.65","2,393.00",1215904,"3,26,33,17,500.75",81378
17-Jul-2023,EQ,"2,670.00","2,703.20","2,670.00","2,676.90","2,688.00","2,681.70","2,684.69","2,769.65","2,393.00",912701,"2,45,03,23,681.30",82944
14-Jul-2023,EQ,"2,655.00","2,686.50","2,651.05","2,654.70","2,678.00","2,676.90","2,674.00","2,769.65","2,393.00",1419016,"3,79,44,43,091.60",92718
13-Jul-2023,EQ,"2,684.95","2,687.45","2,651.20","2,673.65","2,658.25","2,654.70","2,668.72","2,769.65","2,393.00",1495067,"3,98,99,14,074.20",95377
12-Jul-2023,EQ,"2,704.95","2,704.95","2,642.50","2,684.50","2,668.00","2,673.65","2,666.33","2,769.65","2,393.00",2395826,"6,38,80,52,207.25",125342
11-Jul-2023,EQ,"2,657.10","2,716.75","2,646.00","2,656.55","2,685.10","2,684.50","2,691.65","2,769.65","2,393.00",2476367,"6,66,55,19,383.90",117440
10-Jul-2023,EQ,"2,709.90","2,711.35","2,651.00","2,698.10","2,657.00","2,656.55","2,670.21","2,769.65","2,393.00",1518183,"4,05,38,65,096.45",79270
07-Jul-2023,EQ,"2,753.10","2,769.65","2,691.00","2,757.10","2,699.00","2,698.10","2,736.35","2,769.65","2,276.00",1178930,"3,22,59,69,760.05",89844
06-Jul-2023,EQ,"2,759.90","2,765.00","2,735.65","2,755.85","2,750.00","2,757.10","2,752.27","2,765.00","2,276.00",1265020,"3,48,16,73,250.00",80838
05-Jul-2023,EQ,"2,699.95","2,759.40","2,696.10","2,700.00","2,756.95","2,755.85","2,739.61","2,759.40","2,276.00",1717547,"4,70,54,05,809.65",101423
04-Jul-2023,EQ,"2,701.05","2,706.70","2,675.00","2,701.05","2,701.55","2,700.00","2,694.55","2,741.60","2,276.00",721907,"1,94,52,11,783.95",59631
03-Jul-2023,EQ,"2,687.00","2,705.85","2,659.45","2,678.15","2,700.20","2,701.05","2,680.80","2,741.60","2,276.00",980665,"2,62,89,63,266.80",77899
30-Jun-2023,EQ,"2,665.95","2,685.90","2,651.35","2,661.25","2,676.05","2,678.15","2,670.31","2,741.60","2,203.60",1160181,"3,09,80,45,688.10",100991
28-Jun-2023,EQ,"2,652.95","2,687.60","2,642.00","2,651.35","2,669.65","2,661.25","2,665.90","2,741.60","2,203.60",1397573,"3,72,57,92,249.90",75563
27-Jun-2023,EQ,"2,652.10","2,661.60","2,636.00","2,652.10","2,650.00","2,651.35","2,648.01","2,741.60","2,203.60",687747,"1,82,11,61,971.15",41410
26-Jun-2023,EQ,"2,642.15","2,674.20","2,642.15","2,641.60","2,653.70","2,652.10","2,656.21","2,741.60","2,203.60",758700,"2,01,52,68,379.95",43105
23-Jun-2023,EQ,"2,651.30","2,660.55","2,627.45","2,654.35","2,647.00","2,641.60","2,639.71","2,741.60","2,108.15",991214,"2,61,65,17,618.00",69693
22-Jun-2023,EQ,"2,668.65","2,678.00","2,648.70","2,676.60","2,655.35","2,654.35","2,658.11","2,741.60","2,108.15",830052,"2,20,63,70,477.75",48900
21-Jun-2023,EQ,"2,685.95","2,706.85","2,668.45","2,676.10","2,672.50","2,676.60","2,685.49","2,741.60","2,108.15",1201840,"3,22,75,25,742.20",86315
20-Jun-2023,EQ,"2,670.00","2,680.40","2,648.10","2,683.25","2,677.35","2,676.10","2,667.41","2,741.60","2,108.15",1129279,"3,01,22,45,307.85",79624
19-Jun-2023,EQ,"2,702.00","2,711.40","2,675.00","2,715.65","2,689.25","2,683.25","2,689.35","2,741.60","2,108.15",1068263,"2,87,29,32,753.15",63172
16-Jun-2023,EQ,"2,689.70","2,724.00","2,683.20","2,689.70","2,714.25","2,715.65","2,707.57","2,741.60","2,100.00",1748145,"4,73,32,28,330.20",88442
15-Jun-2023,EQ,"2,713.95","2,717.50","2,678.15","2,698.75","2,688.30","2,689.70","2,694.57","2,741.60","2,100.00",1830192,"4,93,15,75,355.70",106076
14-Jun-2023,EQ,"2,671.00","2,702.10","2,652.00","2,675.90","2,698.95","2,698.75","2,680.19","2,741.60","2,100.00",1536248,"4,11,74,31,067.65",133627
13-Jun-2023,EQ,"2,629.60","2,697.00","2,627.50","2,643.45","2,669.00","2,675.90","2,679.44","2,741.60","2,100.00",1787924,"4,79,06,43,710.70",100297
12-Jun-2023,EQ,"2,645.00","2,657.00","2,633.00","2,636.20","2,649.80","2,643.45","2,645.66","2,741.60","2,100.00",775484,"2,05,16,67,744.60",59571
09-Jun-2023,EQ,"2,688.95","2,688.95","2,620.10","2,679.90","2,639.95","2,636.20","2,641.03","2,741.60","2,100.00",1413808,"3,73,39,16,115.35",94529
08-Jun-2023,EQ,"2,707.00","2,721.55","2,674.90","2,716.20","2,677.65","2,679.90","2,690.37","2,741.60","2,100.00",923536,"2,48,46,52,686.85",71040
07-Jun-2023,EQ,"2,690.00","2,727.00","2,679.35","2,691.15","2,709.00","2,716.20","2,713.95","2,741.60","2,100.00",1428490,"3,87,68,46,606.35",81231
06-Jun-2023,EQ,"2,700.00","2,707.90","2,670.15","2,695.80","2,693.00","2,691.15","2,685.00","2,741.60","2,100.00",655372,"1,75,96,76,340.00",45982
05-Jun-2023,EQ,"2,716.45","2,722.00","2,684.15","2,716.70","2,702.00","2,695.80","2,695.82","2,741.60","2,100.00",1000190,"2,69,63,36,058.55",77118
02-Jun-2023,EQ,"2,710.00","2,738.20","2,691.65","2,697.90","2,711.05","2,716.70","2,722.86","2,741.60","2,100.00",1509260,"4,10,95,06,199.55",95015
01-Jun-2023,EQ,"2,667.00","2,731.25","2,654.50","2,667.55","2,691.00","2,697.90","2,705.75","2,741.60","2,100.00",1541080,"4,16,97,83,905.90",123682
31-May-2023,EQ,"2,656.55","2,680.00","2,638.00","2,656.55","2,667.65","2,667.55","2,663.64","2,741.60","2,100.00",3388305,"9,02,52,15,313.35",105365
30-May-2023,EQ,"2,655.50","2,665.00","2,650.85","2,650.30","2,655.00","2,656.55","2,658.52","2,741.60","2,100.00",948051,"2,52,04,10,983.00",63135
29-May-2023,EQ,"2,670.00","2,679.55","2,645.05","2,652.35","2,649.50","2,650.30","2,662.94","2,741.60","2,100.00",698267,"1,85,94,44,941.95",53571
26-May-2023,EQ,"2,603.75","2,656.70","2,603.10","2,597.25","2,652.05","2,652.35","2,630.25","2,741.60","2,100.00",947073,"2,49,10,37,808.50",52677
25-May-2023,EQ,"2,610.00","2,626.15","2,580.55","2,614.95","2,598.05","2,597.25","2,595.97","2,741.60","2,100.00",1072231,"2,78,34,79,757.80",55384
24-May-2023,EQ,"2,620.00","2,638.00","2,608.00","2,628.30","2,615.35","2,614.95","2,620.03","2,741.60","2,100.00",628872,"1,64,76,66,150.90",62129
23-May-2023,EQ,"2,632.00","2,649.80","2,625.00","2,638.10","2,631.85","2,628.30","2,635.01","2,741.60","2,100.00",703864,"1,85,46,88,998.70",95345
22-May-2023,EQ,"2,635.00","2,655.45","2,623.05","2,641.45","2,636.00","2,638.10","2,640.05","2,741.60","2,100.00",768232,"2,02,81,73,313.50",44256
19-May-2023,EQ,"2,628.65","2,649.00","2,600.65","2,627.55","2,641.00","2,641.45","2,623.50","2,741.60","2,100.00",1174757,"3,08,19,69,403.45",85683
18-May-2023,EQ,"2,665.50","2,669.20","2,621.85","2,661.75","2,627.00","2,627.55","2,640.55","2,741.60","2,100.00",1434067,"3,78,67,23,826.60",94635
17-May-2023,EQ,"2,672.00","2,674.00","2,647.05","2,675.90","2,659.10","2,661.75","2,663.18","2,741.60","2,100.00",839404,"2,23,54,85,781.50",82314
16-May-2023,EQ,"2,670.00","2,678.40","2,650.60","2,662.25","2,670.10","2,675.90","2,667.98","2,741.60","2,100.00",1477905,"3,94,30,16,050.35",83726
15-May-2023,EQ,"2,637.95","2,670.75","2,623.05","2,623.40","2,659.10","2,662.25","2,656.23","2,741.60","2,100.00",1561055,"4,14,65,28,318.20",171332
