DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
04-Jan-2018,EQ,"2,650.00","2,662.00","2,640.00","2,638.65","2,650.00","2,657.10","2,649.94","2,777.40","2,153.00",456541,"1,20,98,07,238.40",32647
03-Jan-2018,EQ,"2,632.00","2,669.00","2,631.20","2,631.20","2,639.00","2,638.65","2,649.21","2,777.40","2,153.00",628560,"1,66,51,85,619.40",32104
02-Jan-2018,EQ,"2,660.00","2,669.60","2,620.20","2,645.60","2,631.00","2,631.20","2,641.06","2,777.40","2,153.00",960145,"2,53,58,00,011.00",46813
01-Jan-2018,EQ,"2,682.30","2,694.80","2,635.00","2,701.20","2,650.00","2,645.60","2,654.94","2,777.40","2,153.00",675880,"1,79,44,17,716.90",19464
29-Dec-2017,EQ,"2,623.10","2,708.90","2,618.55","2,626.95","2,700.00","2,701.20","2,677.92","2,777.40","2,153.00",1304771,"3,49,40,69,339.55",51608
28-Dec-2017,EQ,"2,608.80","2,653.50","2,605.65","2,619.90","2,631.00","2,626.95","2,630.44","2,777.40","2,153.00",1302544,"3,42,62,57,490.45",47992
27-Dec-2017,EQ,"2,649.45","2,658.50","2,610.50","2,649.45","2,617.00","2,619.90","2,632.21","2,777.40","2,153.00",369642,"97,29,74,332.20",20483
26-Dec-2017,EQ,"2,686.00","2,689.75","2,631.60","2,646.75","2,650.35","2,649.45","2,653.61","2,777.40","2,153.00",1087893,"2,88,68,38,516.30",52053
22-Dec-2017,EQ,"2,604.00","2,663.90","2,590.20","2,595.70","2,640.00","2,646.75","2,636.33","2,777.40","2,153.00",1832832,"4,83,19,48,536.40",85852
21-Dec-2017,EQ,"2,587.00","2,608.00","2,580.05","2,588.95","2,582.10","2,595.70","2,595.09","2,777.40","2,153.00",646824,"1,67,85,69,250.70",40095
20-Dec-2017,EQ,"2,582.00","2,592.75","2,550.65","2,575.30","2,592.00","2,588.95","2,573.60","2,777.40","2,153.00",788785,"2,03,00,19,887.05",68386
19-Dec-2017,EQ,"2,576.00","2,597.80","2,564.70","2,580.50","2,577.40","2,575.30","2,583.18","2,777.40","2,153.00",900976,"2,32,73,86,545.00",76762
18-Dec-2017,EQ,"2,537.00","2,588.95","2,494.35","2,545.60","2,576.60","2,580.50","2,548.56","2,777.40","2,153.00",1090332,"2,77,87,74,407.90",71724
15-Dec-2017,EQ,"2,563.75","2,584.45","2,536.85","2,557.80","2,543.95","2,545.60","2,552.92","2,777.40","2,153.00",1359069,"3,46,95,91,950.60",97835
14-Dec-2017,EQ,"2,632.00","2,632.00","2,531.10","2,628.40","2,558.20","2,557.80","2,558.80","2,777.40","2,153.00",2752075,"7,04,19,99,539.30",118270
13-Dec-2017,EQ,"2,611.40","2,651.45","2,601.00","2,612.15","2,633.50","2,628.40","2,632.07","2,777.40","2,153.00",1480729,"3,89,73,85,719.95",48513
12-Dec-2017,EQ,"2,661.00","2,662.00","2,607.40","2,661.10","2,609.55","2,612.15","2,624.14","2,777.40","2,153.00",941123,"2,46,96,38,199.80",57531
11-Dec-2017,EQ,"2,608.35","2,672.65","2,608.35","2,601.50","2,670.00","2,661.10","2,635.45","2,777.40","2,153.00",504001,"1,32,82,68,598.35",47999
08-Dec-2017,EQ,"2,618.00","2,645.00","2,597.00","2,617.25","2,600.00","2,601.50","2,621.69","2,777.40","2,145.65",692774,"1,81,62,37,017.45",67356
07-Dec-2017,EQ,"2,632.30","2,645.95","2,615.00","2,633.30","2,617.95","2,617.25","2,623.62","2,777.40","2,145.65",663150,"1,73,98,56,624.75",52980
06-Dec-2017,EQ,"2,636.00","2,645.00","2,612.85","2,635.55","2,635.00","2,633.30","2,627.47","2,777.40","2,145.65",703759,"1,84,91,07,519.60",61422
05-Dec-2017,EQ,"2,631.00","2,651.70","2,628.15","2,632.35","2,633.00","2,635.55","2,641.13","2,777.40","2,145.65",583957,"1,54,23,08,264.40",33907
04-Dec-2017,EQ,"2,622.00","2,658.50","2,602.95","2,629.95","2,630.00","2,632.35","2,629.84","2,777.40","2,145.65",629552,"1,65,56,23,148.70",37609
01-Dec-2017,EQ,"2,635.00","2,668.00","2,621.50","2,637.00","2,630.00","2,629.95","2,647.75","2,777.40","2,145.65",515572,"1,36,51,04,150.75",37693
30-Nov-2017,EQ,"2,653.65","2,666.95","2,623.00","2,658.15","2,635.00","2,637.00","2,641.37","2,777.40","2,145.65",2149981,"5,67,89,00,013.45",86807
29-Nov-2017,EQ,"2,677.50","2,693.00","2,650.00","2,685.30","2,653.65","2,658.15","2,674.70","2,777.40","2,145.65",723766,"1,93,58,55,717.70",41795
28-Nov-2017,EQ,"2,686.00","2,702.40","2,670.00","2,685.85","2,681.05","2,685.30","2,679.22","2,777.40","2,145.65",455858,"1,22,13,42,323.80",29742
27-Nov-2017,EQ,"2,688.00","2,695.90","2,662.20","2,688.05","2,683.05","2,685.85","2,678.65","2,777.40","2,145.65",928393,"2,48,68,39,610.35",40042
24-Nov-2017,EQ,"2,682.00","2,702.90","2,673.10","2,681.25","2,688.20","2,688.05","2,688.26","2,777.40","2,105.00",1143756,"3,07,47,10,398.85",47991
23-Nov-2017,EQ,"2,681.00","2,693.00","2,669.00","2,680.65","2,676.55","2,681.25","2,684.25","2,777.40","2,105.00",396735,"1,06,49,37,717.75",31522
22-Nov-2017,EQ,"2,673.00","2,709.70","2,672.40","2,672.95","2,681.40","2,680.65","2,690.88","2,777.40","2,105.00",911312,"2,45,22,35,277.45",67085
21-Nov-2017,EQ,"2,701.00","2,701.00","2,666.00","2,703.45","2,670.25","2,672.95","2,678.52","2,777.40","2,105.00",763870,"2,04,60,44,818.55",38552
20-Nov-2017,EQ,"2,715.00","2,726.90","2,695.30","2,707.30","2,697.90","2,703.45","2,709.98","2,777.40","2,105.00",507249,"1,37,46,32,868.45",27013
17-Nov-2017,EQ,"2,748.10","2,748.10","2,703.60","2,746.65","2,708.20","2,707.30","2,719.89","2,777.40","2,051.90",662732,"1,80,25,58,457.20",34043
16-Nov-2017,EQ,"2,710.00","2,763.00","2,686.95","2,705.30","2,739.90","2,746.65","2,734.00","2,777.40","2,051.90",826741,"2,26,03,13,403.15",45075
15-Nov-2017,EQ,"2,706.00","2,755.00","2,701.35","2,714.60","2,710.00","2,705.30","2,736.73","2,777.40","2,051.90",3335417,"9,12,81,29,058.75",47448
14-Nov-2017,EQ,"2,756.55","2,756.55","2,707.50","2,758.95","2,710.00","2,714.60","2,718.61","2,777.40","2,051.90",828626,"2,25,27,15,046.95",50733
13-Nov-2017,EQ,"2,702.05","2,777.40","2,702.05","2,708.75","2,756.55","2,758.95","2,757.27","2,777.40","2,051.90",748498,"2,06,38,08,990.25",44504
10-Nov-2017,EQ,"2,722.20","2,726.00","2,693.35","2,736.40","2,710.00","2,708.75","2,706.84","2,768.00","2,051.90",678283,"1,83,60,06,500.80",22485
